datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
1999-03-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25400231,113,250 - 499 zaměstnanců,Liberec (nečleněné město),Společnost komanditní,Liberec,CZ0513,"Galvanoplast Fischer Bohemia, k.s."
1994-10-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62497219,112,500 - 999 zaměstnanců,Kaplice,Společnost s ručením omezeným,Český Krumlov,CZ0312,Engel strojírenská spol. s r.o.
2011-02-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28739817,112,1000 - 1499 zaměstnanců,Bitozeves,Společnost s ručením omezeným,Louny,CZ0424,Yanfeng Czechia Automotive Interior Systems s.r.o.
2001-10-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26486059,112,500 - 999 zaměstnanců,Lovosice,Společnost s ručením omezeným,Litoměřice,CZ0423,TRCZ s.r.o.
1999-03-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25745735,112,500 - 999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,BRUSH SEM s.r.o.
1991-01-01,,Nefinanční podniky soukromé národní,11002,00152901,121,250 - 499 zaměstnanců,Břeclav,Akciová společnost,Břeclav,CZ0644,Fosfa a.s.
2001-06-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26036835,112,500 - 999 zaměstnanců,Český Krumlov,Společnost s ručením omezeným,Český Krumlov,CZ0312,"Schwan Cosmetics CR, s.r.o."
1993-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49193864,112,1000 - 1499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,Doosan Škoda Power s.r.o.
2000-03-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26165261,121,200 - 249 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,"ROCKWOOL, a.s."
2004-06-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27161536,112,100 - 199 zaměstnanců,Unhošť,Společnost s ručením omezeným,Kladno,CZ0203,T.RAD Czech s.r.o.
2012-05-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24304450,112,2000 - 2499 zaměstnanců,Šenov u Nového Jičína,Společnost s ručením omezeným,Nový Jičín,CZ0804,"Varroc Lighting Systems, s.r.o."
1999-11-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25409549,112,100 - 199 zaměstnanců,Cvikov,Společnost s ručením omezeným,Česká Lípa,CZ0511,INTEDOOR spol. s r.o.
2013-07-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01889567,112,50 - 99 zaměstnanců,Rudná,Společnost s ručením omezeným,Praha-západ,CZ020A,"L & L Products, s.r.o."
2013-07-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01863223,112,100 - 199 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,"UFI FILTERS Czech, s.r.o."
1996-04-03,,Nefinanční podniky soukromé národní,11002,64509109,121,50 - 99 zaměstnanců,Litovel,Akciová společnost,Olomouc,CZ0712,"Litovelská cukrovarna, a.s."
2001-01-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26425173,112,500 - 999 zaměstnanců,Odry,Společnost s ručením omezeným,Nový Jičín,CZ0804,Semperflex Optimit s.r.o.
1991-12-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,15032108,112,50 - 99 zaměstnanců,Chrudim,Společnost s ručením omezeným,Chrudim,CZ0531,peform Chrudim s.r.o.
1996-01-22,,Nefinanční podniky soukromé národní,11002,64610276,121,100 - 199 zaměstnanců,Hanušovice,Akciová společnost,Šumperk,CZ0715,"Pivovar HOLBA, a.s."
1996-12-19,,Nefinanční podniky soukromé národní,11002,25321820,112,250 - 499 zaměstnanců,Ostrožská Nová Ves,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,"KOVOVÝROBA HOFFMANN, s.r.o."
2007-05-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27516032,112,1000 - 1499 zaměstnanců,Kutná Hora,Společnost s ručením omezeným,Kutná Hora,CZ0205,Foxconn Technology CZ s.r.o.
1994-06-23,,Nefinanční podniky soukromé národní,11002,61506672,112,10 - 19 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,"BONAVITA restaurants, spol. s r.o."
1992-11-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48027812,112,1000 - 1499 zaměstnanců,Rakovník,Společnost s ručením omezeným,Rakovník,CZ020C,Eberspächer spol. s r.o.
2013-02-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01409948,112,1000 - 1499 zaměstnanců,Praha 8,Společnost s ručením omezeným,Praha,CZ0100,Mondelez CR Biscuit Production s.r.o.
1992-07-31,,Nefinanční podniky soukromé národní,11002,47286393,121,250 - 499 zaměstnanců,Roudnice nad Labem,Akciová společnost,Litoměřice,CZ0423,2 JCP a.s.
2013-12-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,02397811,112,250 - 499 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Johnson Controls Automotive Bor s.r.o.
1997-04-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25370545,112,250 - 499 zaměstnanců,Sviadnov,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,"Huisman Konstrukce, s.r.o."
2004-03-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26921782,121,500 - 999 zaměstnanců,Brno-Líšeň,Akciová společnost,Brno-město,CZ0642,ZETOR TRACTORS a.s.
2009-09-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28599888,112,500 - 999 zaměstnanců,Hrabová,Společnost s ručením omezeným,Ostrava-město,CZ0806,Brembo Czech s.r.o.
1993-03-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48244716,121,500 - 999 zaměstnanců,Dačice,Akciová společnost,Jindřichův Hradec,CZ0313,THK RHYTHM AUTOMOTIVE CZECH a.s.
2001-11-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26489201,112,500 - 999 zaměstnanců,Dobříš,Společnost s ručením omezeným,Příbram,CZ020B,Doosan Bobcat Manufacturing s.r.o.
1999-08-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25842102,121,200 - 249 zaměstnanců,Valašské Meziříčí,Akciová společnost,Vsetín,CZ0723,"CIE UNITOOLS PRESS, a.s."
2000-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26420317,121,250 - 499 zaměstnanců,Paskov,Akciová společnost,Frýdek-Místek,CZ0802,Biocel Paskov a.s.
2002-06-01,,Nefinanční podniky soukromé národní,11002,26047284,121,500 - 999 zaměstnanců,Sezimovo Ústí,Akciová společnost,Tábor,CZ0317,"KOVOSVIT MAS, a.s."
1993-12-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49787365,112,2000 - 2499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,BORGERS CS spol. s r.o.
2005-09-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26871009,112,100 - 199 zaměstnanců,Valašské Meziříčí,Společnost s ručením omezeným,Vsetín,CZ0723,"CIE METAL CZ, s.r.o."
1993-12-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48173118,121,250 - 499 zaměstnanců,Svitavy,Akciová společnost,Svitavy,CZ0533,"Fibertex Nonwovens, a.s."
1999-03-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25230425,112,2000 - 2499 zaměstnanců,Bor,Společnost s ručením omezeným,Tachov,CZ0327,"IDEAL AUTOMOTIVE Bor, s.r.o."
1996-01-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61060755,112,1000 - 1499 zaměstnanců,Hranice,Společnost s ručením omezeným,Přerov,CZ0714,SSI Schäfer s.r.o.
1999-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25931857,112,500 - 999 zaměstnanců,Červený Kostelec,Společnost s ručením omezeným,Náchod,CZ0523,Saar Gummi Czech s.r.o.
1992-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45357366,121,2000 - 2499 zaměstnanců,Plzeň 3,Akciová společnost,Plzeň-město,CZ0323,"Plzeňský Prazdroj, a. s."
2006-07-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27578330,112,250 - 499 zaměstnanců,Velemyšleves,Společnost s ručením omezeným,Louny,CZ0424,"Hitachi Automotive Systems Czech, s.r.o."
1992-12-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47901977,112,500 - 999 zaměstnanců,Nová Ves,Společnost s ručením omezeným,Třebíč,CZ0634,MANN + HUMMEL (CZ) s.r.o.
1991-07-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18251412,112,500 - 999 zaměstnanců,Bor,Společnost s ručením omezeným,Tachov,CZ0327,Eissmann Automotive Česká republika s.r.o.
2013-09-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,02068974,112,100 - 199 zaměstnanců,Brno-Slatina,Společnost s ručením omezeným,Brno-město,CZ0642,stoba Precizní Technika s.r.o.
1992-05-04,,Nefinanční podniky soukromé národní,11002,45193657,121,250 - 499 zaměstnanců,Přerov,Akciová společnost,Přerov,CZ0714,Montáže Přerov a.s.
2000-11-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26029227,112,500 - 999 zaměstnanců,Písek,Společnost s ručením omezeným,Písek,CZ0314,Interplex Precision Engineering Czech Republic s.r.o.
2005-12-31,,Nefinanční podniky soukromé národní,11002,26872307,121,500 - 999 zaměstnanců,Přerov,Akciová společnost,Přerov,CZ0714,PRECHEZA a.s.
1994-07-25,,Nefinanční podniky soukromé národní,11002,61499587,112,100 - 199 zaměstnanců,Chrášťany,Společnost s ručením omezeným,Praha-západ,CZ020A,"VAFO PRAHA, s.r.o."
2004-02-25,,Nefinanční podniky soukromé národní,11002,27126226,121,100 - 199 zaměstnanců,Prostějov,Akciová společnost,Prostějov,CZ0713,ALPER a.s.
2003-01-23,,Nefinanční podniky soukromé národní,11002,26311208,121,100 - 199 zaměstnanců,Lovosice,Akciová společnost,Litoměřice,CZ0423,"PREOL, a.s."
1994-09-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61856495,112,500 - 999 zaměstnanců,Hořovice,Společnost s ručením omezeným,Beroun,CZ0202,Saint-Gobain Sekurit ČR spol. s r.o.
2003-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26902214,112,100 - 199 zaměstnanců,Kunovice,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,Poppe + Potthoff s.r.o.
1993-09-30,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49192116,112,250 - 499 zaměstnanců,Svatava,Společnost s ručením omezeným,Sokolov,CZ0413,ept connector s.r.o.
2008-05-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27846041,112,100 - 199 zaměstnanců,Vsetín,Společnost s ručením omezeným,Vsetín,CZ0723,Austin Detonator Assembly s.r.o.
1994-01-01,,Nefinanční podniky soukromé národní,11002,47675730,121,500 - 999 zaměstnanců,Olomouc,Akciová společnost,Olomouc,CZ0712,"OLMA, a.s."
1996-12-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25205145,112,250 - 499 zaměstnanců,Ostrov,Společnost s ručením omezeným,Karlovy Vary,CZ0412,KE Ostrov - Elektrik s.r.o.
2000-01-17,,Nefinanční podniky soukromé národní,11002,25587820,121,50 - 99 zaměstnanců,Bučovice,Akciová společnost,Vyškov,CZ0646,"JKZ BUČOVICE, a.s."
1994-05-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61465704,112,2500 - 2999 zaměstnanců,Kopřivnice,Společnost s ručením omezeným,Nový Jičín,CZ0804,Brose CZ spol. s r.o.
1991-12-23,,Nefinanční podniky soukromé národní,11002,18189679,121,250 - 499 zaměstnanců,Chropyně,Akciová společnost,Kroměříž,CZ0721,"Chropyňská strojírna, a.s."
2000-03-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26161516,121,500 - 999 zaměstnanců,Štětí,Akciová společnost,Litoměřice,CZ0423,Mondi Štětí a.s.
1994-07-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62024922,112,5000 - 9999 zaměstnanců,Jičín,Společnost s ručením omezeným,Jičín,CZ0522,Continental Automotive Czech Republic s.r.o.
1994-06-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61461512,112,250 - 499 zaměstnanců,Praha 16,Společnost s ručením omezeným,Praha,CZ0100,Schäfer - Menk s.r.o.
2013-10-07,,Nefinanční podniky soukromé národní,11002,02183765,112,20 - 24 zaměstnanci,Nejdek,Společnost s ručením omezeným,Karlovy Vary,CZ0412,WITTE ACCESS TECHNOLOGY s.r.o.
2005-10-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27385817,112,100 - 199 zaměstnanců,Krupka,Společnost s ručením omezeným,Teplice,CZ0426,"Tivall CZ, s.r.o."
2013-05-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01651617,121,250 - 499 zaměstnanců,Hranice,Akciová společnost,Přerov,CZ0714,Smiths Medical Czech Republic a.s.
1994-02-24,,Nefinanční podniky soukromé národní,11002,60778172,112,250 - 499 zaměstnanců,Český Těšín,Společnost s ručením omezeným,Karviná,CZ0803,"FINIDR, s.r.o."
1993-10-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49687131,112,1000 - 1499 zaměstnanců,Zdice,Společnost s ručením omezeným,Beroun,CZ0202,"KOSTAL CR, spol. s r.o."
2005-09-05,,Nefinanční podniky soukromé národní,11002,27376184,121,1000 - 1499 zaměstnanců,Břidličná,Akciová společnost,Bruntál,CZ0801,"AL INVEST Břidličná, a.s."
1998-05-28,,Nefinanční podniky soukromé národní,11002,25037684,112,250 - 499 zaměstnanců,Kamenice,Společnost s ručením omezeným,Praha-východ,CZ0209,"Strojmetal Aluminium Forging, s.r.o."
1998-04-15,,Nefinanční podniky soukromé národní,11002,25396480,121,1500 - 1999 zaměstnanců,Vodňany,Akciová společnost,Strakonice,CZ0316,"Vodňanská drůbež, a.s."
1995-06-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63319551,121,250 - 499 zaměstnanců,Litovel,Akciová společnost,Olomouc,CZ0712,ORRERO a.s.
1995-10-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63509326,121,250 - 499 zaměstnanců,Nejdek,Akciová společnost,Karlovy Vary,CZ0412,"Nejdecká česárna vlny, a. s."
2001-03-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25428373,121,100 - 199 zaměstnanců,Štětí,Akciová společnost,Litoměřice,CZ0423,Mondi Coating Štětí a.s.
2004-08-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27172490,121,500 - 999 zaměstnanců,Hrádek nad Nisou,Akciová společnost,Liberec,CZ0513,KSM Castings CZ a.s.
1991-10-30,,Nefinanční podniky soukromé národní,11002,41035895,121,100 - 199 zaměstnanců,Herink,Akciová společnost,Praha-východ,CZ0209,"Pekárna Zelená louka, a.s."
2006-03-31,,Nefinanční podniky soukromé národní,11002,27438678,121,1000 - 1499 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,BONATRANS GROUP a.s.
2004-01-23,,Nefinanční podniky soukromé národní,11002,27118100,121,250 - 499 zaměstnanců,Příbram,Akciová společnost,Příbram,CZ020B,"Kovohutě Příbram nástupnická, a.s."
1992-05-01,,Nefinanční podniky soukromé národní,11002,45193681,121,500 - 999 zaměstnanců,Opava (nečleněná část města),Akciová společnost,Opava,CZ0805,OSTROJ a.s.
1992-08-11,,Nefinanční podniky soukromé národní,11002,46967851,121,2000 - 2499 zaměstnanců,Brno-střed,Akciová společnost,Brno-město,CZ0642,"PENAM, a.s."
1992-05-01,,Nefinanční podniky soukromé národní,11002,45534187,121,2000 - 2499 zaměstnanců,Dvůr Králové nad Labem,Akciová společnost,Trutnov,CZ0525,JUTA a.s.
1991-03-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18380654,112,500 - 999 zaměstnanců,Děčín,Společnost s ručením omezeným,Děčín,CZ0421,Constellium Extrusions Děčín s.r.o.
2006-05-15,,Nefinanční podniky soukromé národní,11002,27767680,121,500 - 999 zaměstnanců,Krnov,Akciová společnost,Bruntál,CZ0801,Kofola a.s.
1999-12-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26131056,112,500 - 999 zaměstnanců,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,VALEO VÝMĚNÍKY TEPLA s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45192049,121,1000 - 1499 zaměstnanců,Uničov,Akciová společnost,Olomouc,CZ0712,UNEX a.s.
1991-01-01,,Nefinanční podniky soukromé národní,11002,00008702,121,1000 - 1499 zaměstnanců,Uherský Brod,Akciová společnost,Uherské Hradiště,CZ0722,"Slovácké strojírny, akciová společnost"
2011-11-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29299870,112,200 - 249 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,SMS InfoComm (Czech) s.r.o.
1993-11-01,,Nefinanční podniky soukromé národní,11002,49100262,121,500 - 999 zaměstnanců,Lovosice,Akciová společnost,Litoměřice,CZ0423,"Lovochemie, a.s."
1998-04-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25657704,112,250 - 499 zaměstnanců,Praha 6,Společnost s ručením omezeným,Praha,CZ0100,EvoBus Česká republika s.r.o.
2004-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27169766,121,200 - 249 zaměstnanců,Louny,Akciová společnost,Louny,CZ0424,"CIE Praga Louny, a.s."
2013-04-01,,Nefinanční podniky soukromé národní,11002,01534432,121,250 - 499 zaměstnanců,Brno-Černovice,Akciová společnost,Brno-město,CZ0642,1CSC a.s.
2007-12-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28198638,112,250 - 499 zaměstnanců,Frýdek-Místek,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,"Hanwha Advanced Materials Europe, s.r.o."
2007-12-10,,Nefinanční podniky soukromé národní,11002,27758711,121,500 - 999 zaměstnanců,Velká nad Veličkou,Akciová společnost,Hodonín,CZ0645,KORDÁRNA Plus a.s.
2013-03-08,,Nefinanční podniky soukromé národní,11002,01482840,121,500 - 999 zaměstnanců,Kopřivnice,Akciová společnost,Nový Jičín,CZ0804,TATRA TRUCKS a.s.
2012-08-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29400082,121,500 - 999 zaměstnanců,Bohumín,Akciová společnost,Karviná,CZ0803,VIADRUS a.s.
1996-09-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25257064,112,500 - 999 zaměstnanců,Polička,Společnost s ručením omezeným,Svitavy,CZ0533,Ravensburger Karton s.r.o.
1992-03-19,,Nefinanční podniky soukromé národní,11002,15771695,112,500 - 999 zaměstnanců,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,"EGE, spol. s r.o."
1998-06-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25671839,112,25 - 49 zaměstnanců,Praha 3,Společnost s ručením omezeným,Praha,CZ0100,"Mölnlycke Health Care, s.r.o."
2001-07-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25432338,112,2000 - 2499 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,DENSO MANUFACTURING CZECH s.r.o.
1994-08-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48953199,112,200 - 249 zaměstnanců,Sádek,Společnost s ručením omezeným,Příbram,CZ020B,Agor Tech spol. s r.o.
1993-10-12,,Nefinanční podniky soukromé národní,11002,49684442,121,250 - 499 zaměstnanců,Velvary,Akciová společnost,Kladno,CZ0203,"METAL TRADE COMAX, a.s."
1992-05-05,,Nefinanční podniky soukromé národní,11002,46505091,121,500 - 999 zaměstnanců,Třemošnice,Akciová společnost,Chrudim,CZ0531,"DAKO-CZ, a.s."
1991-05-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00011771,121,250 - 499 zaměstnanců,Sokolov,Akciová společnost,Sokolov,CZ0413,Hexion a.s.
2011-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24790834,112,500 - 999 zaměstnanců,Slezská Ostrava,Společnost s ručením omezeným,Ostrava-město,CZ0806,Maxion Wheels Czech s.r.o.
2000-08-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26192497,121,6 - 9 zaměstnanců,Praha 2,Akciová společnost,Praha,CZ0100,"MANETECH, a.s."
2005-02-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26853434,112,100 - 199 zaměstnanců,Krnov,Společnost s ručením omezeným,Bruntál,CZ0801,S.T.I. CZ s. r. o.
1985-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00008753,121,500 - 999 zaměstnanců,Nové Město nad Metují,Akciová společnost,Náchod,CZ0523,Ammann Czech Republic a.s.
2002-12-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25458051,112,500 - 999 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Magna Exteriors (Nymburk) s.r.o.
1991-07-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,41505191,121,500 - 999 zaměstnanců,Kyjov,Akciová společnost,Hodonín,CZ0645,"VETROPACK MORAVIA GLASS, akciová společnost"
2000-09-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26198436,112,500 - 999 zaměstnanců,Louny,Společnost s ručením omezeným,Louny,CZ0424,"Aisan Industry Czech, s.r.o."
2010-04-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24671576,112,100 - 199 zaměstnanců,Praha 13,Společnost s ručením omezeným,Praha,CZ0100,Solar Turbines EAME s.r.o.
2004-11-16,,Nefinanční podniky soukromé národní,11002,27465021,121,1000 - 1499 zaměstnanců,Napajedla,Akciová společnost,Zlín,CZ0724,"Fatra, a.s."
1999-11-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26128209,112,2500 - 2999 zaměstnanců,Kladno,Společnost s ručením omezeným,Kladno,CZ0203,LEGO Production s.r.o.
1991-03-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,14612411,112,100 - 199 zaměstnanců,Valašské Meziříčí,Společnost s ručením omezeným,Vsetín,CZ0723,"CS CABOT, spol. s r.o."
1994-08-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62025112,112,100 - 199 zaměstnanců,Polička,Společnost s ručením omezeným,Svitavy,CZ0533,MILACRON Czech Republic spol. s r.o.
1993-03-05,,Nefinanční podniky soukromé národní,11002,47718617,112,100 - 199 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,Wikov Gear s.r.o.
2012-05-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,22793895,112,Neuvedeno,Štětí,Společnost s ručením omezeným,Litoměřice,CZ0423,LABE WOOD s.r.o.
2006-08-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27775763,112,1000 - 1499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,MAHLE Behr Ostrava s.r.o.
2000-08-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26195348,112,2000 - 2499 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Magna Exteriors (Bohemia) s.r.o.
2000-09-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26199394,112,250 - 499 zaměstnanců,Klášterec nad Ohří,Společnost s ručením omezeným,Chomutov,CZ0422,"Pittsburgh Corning CR, s.r.o."
1995-06-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63468816,112,500 - 999 zaměstnanců,Praha 9,Společnost s ručením omezeným,Praha,CZ0100,"Kimberly-Clark, s.r.o."
2010-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28783174,112,500 - 999 zaměstnanců,Choceň,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,Autoneum CZ s.r.o.
1995-01-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62412388,112,500 - 999 zaměstnanců,Praha 13,Společnost s ručením omezeným,Praha,CZ0100,CGI IT Czech Republic s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,46900616,121,250 - 499 zaměstnanců,Bojkovice,Akciová společnost,Uherské Hradiště,CZ0722,MORAVIA CANS a.s.
2013-12-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,02436931,112,250 - 499 zaměstnanců,Kostelec,Společnost s ručením omezeným,Tachov,CZ0327,Steelcase Czech Republic s.r.o.
1999-01-18,,Nefinanční podniky soukromé národní,11002,25828649,121,250 - 499 zaměstnanců,Bruntál,Akciová společnost,Bruntál,CZ0801,ALFUN a.s.
2008-04-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28284461,112,250 - 499 zaměstnanců,Brno-střed,Společnost s ručením omezeným,Brno-město,CZ0642,SolarWinds Czech s.r.o.
1992-05-01,,Nefinanční podniky soukromé národní,11002,45193363,121,2000 - 2499 zaměstnanců,Hradec nad Moravicí,Akciová společnost,Opava,CZ0805,BRANO a.s.
2013-10-07,,Nefinanční podniky soukromé národní,11002,02183765,112,20 - 24 zaměstnanci,Nejdek,Společnost s ručením omezeným,Karlovy Vary,CZ0412,WITTE ACCESS TECHNOLOGY s.r.o.
2012-08-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24260070,112,25 - 49 zaměstnanců,Brandýs nad Labem-Stará Boleslav,Společnost s ručením omezeným,Praha-východ,CZ0209,"Meleghy Automotive Czech, s.r.o."
1992-05-01,,Nefinanční podniky soukromé národní,11002,45534276,121,1000 - 1499 zaměstnanců,Broumov,Akciová společnost,Náchod,CZ0523,"VEBA, textilní závody a.s."
2005-10-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27278581,112,500 - 999 zaměstnanců,Podbořany,Společnost s ručením omezeným,Louny,CZ0424,FTE automotive Czechia s.r.o.
1994-06-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61504424,112,500 - 999 zaměstnanců,Rokycany,Společnost s ručením omezeným,Rokycany,CZ0326,HUTCHINSON s.r.o.
2006-02-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27678130,112,50 - 99 zaměstnanců,Ždánice,Společnost s ručením omezeným,Hodonín,CZ0645,"CIE Ždánice, s.r.o."
2000-12-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26318890,112,250 - 499 zaměstnanců,Havraň,Společnost s ručením omezeným,Most,CZ0425,Nemak Czech Republic s.r.o.
1994-08-17,,Nefinanční podniky soukromé národní,11002,46357351,121,250 - 499 zaměstnanců,Kolín,Akciová společnost,Kolín,CZ0204,Lučební závody Draslovka a.s. Kolín
1995-11-29,,Nefinanční podniky soukromé národní,11002,62956833,112,100 - 199 zaměstnanců,Kralupy nad Vltavou,Společnost s ručením omezeným,Mělník,CZ0206,HECKL s.r.o.
2007-02-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27793117,112,500 - 999 zaměstnanců,Český Těšín,Společnost s ručením omezeným,Karviná,CZ0803,DONGHEE Czech s.r.o.
